Epoch,Loss
0,0.07010696
1,0.06666081
2,0.05890186
3,0.059800703
4,0.055860247
5,0.061032686
6,0.053047836
7,0.066770084
8,0.07083594
9,0.049757518
10,0.05176132
11,0.04892261
12,0.046323787
13,0.056795202
14,0.050899956
15,0.052306965
16,0.061532043
17,0.048146162
18,0.045121606
19,0.047216933
20,0.0462176
21,0.049313925
22,0.044768713
23,0.045668527
24,0.041132472
25,0.048003376
26,0.05055745
27,0.0407759
28,0.044441305
29,0.045105126
30,0.04071708
31,0.04052706
32,0.048777964
33,0.043243833
34,0.039525796
35,0.04515552
36,0.03731195
37,0.038677152
38,0.046743345
39,0.03876781
40,0.041281406
41,0.041201673
42,0.04894762
43,0.06129071
44,0.070643894
45,0.041094985
46,0.038228147
47,0.03695048
48,0.036468558
49,0.039590687
50,0.037421256
51,0.037420087
52,0.037410088
53,0.043437198
54,0.042057194
55,0.03895048
56,0.035379853
57,0.038673423
58,0.039051637
59,0.04130914
60,0.035472296
61,0.035694417
62,0.03976945
63,0.035228252
64,0.034658533
65,0.034590587
66,0.036835723
67,0.03499202
68,0.034649562
69,0.034929253
70,0.040545665
71,0.040266618
72,0.035037845
73,0.033417754
74,0.03362917
75,0.034777418
76,0.039455388
77,0.03619565
78,0.034310535
79,0.033757824
80,0.036608133
81,0.040235877
82,0.038973078
83,0.034975678
84,0.04114174
85,0.036246423
86,0.032999203
87,0.03469928
88,0.033322953
89,0.03476427
90,0.03256749
91,0.05279409
92,0.03834913
93,0.033523925
94,0.03378159
95,0.03240149
96,0.033251446
97,0.031372506
98,0.031609423
99,0.03257492
100,0.03512239
101,0.036022466
102,0.041160606
103,0.036204055
104,0.033851385
105,0.03170286
106,0.034488294
107,0.031447146
108,0.033251334
109,0.031686038
110,0.031453233
111,0.03266175
112,0.030377125
113,0.029645057
114,0.031275455
115,0.029576834
116,0.029885365
117,0.031147314
118,0.030583458
119,0.02928911
120,0.029036684
121,0.031550534
122,0.029388981
123,0.030337768
124,0.029301712
125,0.03704047
126,0.02949287
127,0.030597117
128,0.029275673
129,0.030000672
130,0.043158073
131,0.0299243
132,0.029104406
133,0.028885769
134,0.029938437
135,0.031634364
136,0.035369307
137,0.034695394
138,0.029758569
139,0.028500441
140,0.030040914
141,0.029284097
142,0.029239472
143,0.03052362
144,0.029677354
145,0.036661673
146,0.031571377
147,0.029466385
148,0.028451713
149,0.031145547
150,0.029229514
151,0.029380076
152,0.030745551
153,0.031601183
154,0.028009603
155,0.031207869
156,0.03027471
157,0.029925467
158,0.030015152
159,0.02861559
160,0.028959563
161,0.032151792
162,0.030116146
163,0.028764784
164,0.028635684
165,0.03048746
166,0.030406807
167,0.030149803
168,0.02995936
169,0.029858368
170,0.029169656
171,0.030939164
172,0.037768938
173,0.04095437
174,0.044082697
175,0.029721187
176,0.031525422
177,0.028750243
178,0.0300916
179,0.029034385
180,0.029356997
181,0.030677808
182,0.030505681
183,0.030679518
184,0.031368487
185,0.028760452
186,0.029712847
187,0.029750027
188,0.028070733
189,0.028450163
190,0.030423272
191,0.030126192
192,0.031511117
193,0.042808376
194,0.039921366
195,0.032064922
196,0.028052207
197,0.03524973
198,0.03188344
199,0.02904892
200,0.030218149
201,0.029213209
202,0.030315045
203,0.031063583
204,0.028050054
205,0.02970361
206,0.028264193
207,0.03293783
208,0.031221695
209,0.027847353
210,0.027429542
211,0.031422913
212,0.028032616
213,0.027399922
214,0.02830102
215,0.028500462
216,0.02831224
217,0.027752575
218,0.029395137
219,0.031201812
220,0.027701847
221,0.03149553
222,0.028319472
223,0.02826983
224,0.029352251
225,0.027927222
226,0.029199468
227,0.02980896
228,0.027936
229,0.034676023
230,0.030416843
231,0.03086011
232,0.031139776
233,0.030714631
234,0.030199395
235,0.028854996
236,0.037427567
237,0.029994704
238,0.031437624
239,0.030777268
240,0.029331395
241,0.034238227
242,0.032012884
243,0.031458784
244,0.031532016
245,0.029320583
246,0.029748345
247,0.02948191
248,0.029577862
249,0.02904773
250,0.029897263
251,0.028931176
252,0.029981077
253,0.030626422
254,0.029527731
255,0.030198485
256,0.029920764
257,0.029546987
258,0.030074146
259,0.028930122
260,0.032596987
261,0.029720046
262,0.029682033
263,0.029417427
264,0.029499495
265,0.028741729
266,0.02958298
267,0.028879039
268,0.028670894
269,0.02874261
270,0.028766077
271,0.030853506
272,0.03323455
273,0.028915437
274,0.031926896
275,0.031809762
276,0.030535966
277,0.030406272
278,0.030093214
279,0.030386586
280,0.030205581
281,0.030628422
282,0.031146787
283,0.029679334
284,0.02968109
285,0.030335205
286,0.03166858
287,0.031519797
288,0.03286342
289,0.032034136
290,0.02838313
291,0.02845119
292,0.030287867
293,0.029374313
294,0.031366643
295,0.031674646
296,0.030111156
297,0.029440815
298,0.029560752
299,0.028939381
300,0.029684655
301,0.02914882
302,0.029069912
303,0.030620493
304,0.029775482
305,0.02893192
306,0.028882142
307,0.028258871
308,0.028999534
309,0.02952725
310,0.029561533
311,0.03032418
312,0.028907329
313,0.029555377
314,0.028407505
315,0.028158445
316,0.03121379
317,0.02883508
318,0.029040756
319,0.03343536
320,0.028676536
321,0.029913869
322,0.029717512
323,0.029098803
324,0.029579477
325,0.028764829
326,0.031228792
327,0.029211
328,0.02945932
329,0.02984972
330,0.028416889
331,0.029190332
332,0.02991997
333,0.029513411
334,0.028063778
335,0.03100818
336,0.030195056
337,0.029572153
338,0.030571533
339,0.030241847
340,0.028988127
341,0.029547077
342,0.030079242
343,0.028121524
344,0.03041302
345,0.034018084
346,0.043824594
347,0.034089357
348,0.032948073
349,0.03958624
350,0.049257748
351,0.031760946
352,0.03072333
353,0.031278558
354,0.029464666
355,0.03162507
356,0.031374976
357,0.033714492
358,0.030556992
359,0.031522896
360,0.03718985
361,0.03006283
362,0.03175971
363,0.030369166
364,0.030558301
365,0.030196998
366,0.037455086
367,0.029662859
368,0.029644027
369,0.030430699
370,0.031080147
371,0.030879471
372,0.03710807
373,0.029907145
374,0.030107006
375,0.029568441
376,0.030772675
377,0.031352412
378,0.0297582
379,0.029877605
380,0.028678931
381,0.02930633
382,0.02897591
383,0.02804733
384,0.03253325
385,0.030261157
386,0.02961543
387,0.030810243
388,0.029201955
389,0.031384688
390,0.02954793
391,0.030807443
392,0.028723791
393,0.032558903
394,0.03134931
395,0.029517481
396,0.028551547
397,0.02794687
398,0.028003756
399,0.029232338
400,0.029506965
401,0.029237408
402,0.028564481
403,0.028228544
404,0.027357016
405,0.028378775
406,0.029819485
407,0.029267224
408,0.030132167
409,0.02926098
410,0.036877614
411,0.029024946
412,0.027935013
413,0.028912172
414,0.029148083
415,0.028897336
416,0.028578566
417,0.030332211
418,0.028981185
419,0.030846514
420,0.032430552
421,0.028609514
422,0.02906861
423,0.029301386
424,0.029590983
425,0.0297762
426,0.03111178
427,0.028428134
428,0.0294169
429,0.029553626
430,0.031547077
431,0.029619066
432,0.02876353
433,0.028488927
434,0.029517544
435,0.028657833
436,0.029016057
437,0.028292477
438,0.030380197
439,0.03080661
440,0.028067708
441,0.030053284
442,0.029239338
443,0.028425355
444,0.03117314
445,0.02889255
446,0.03141216
447,0.03312392
448,0.029414568
449,0.030251583
450,0.028712219
451,0.031711202
452,0.028677009
453,0.03018045
454,0.02932255
455,0.028879942
456,0.02858454
457,0.02947336
